Windfarm Id,Name,OtherNames,Country Name,Windfarm Status,Round/Category,Region,Comments,Website,Most Recent Lifecycle Event,Offshore Construction Starts,Submit Consent Application,Financial Close,First Power,Estimated COD,COD,Owners,Developers,Operators,Capacity MW (Max),Num Turbines (Max),Total # of Turbines,Turbine Description,# of Turbine 1,Turbine 1 OEM,Turbine 1 Model,Turbine 1 Estimated,Turbine 1 Drive Train,Turbine 1 Capacity MW,TotalTurbine 1 HeightM,HubHeight 1 M,RotorDiam 1 M,# of Turbine 2,Turbine 2 OEM ,Turbine 2 Model,Turbine 2 Estimated,Turbine 2 Drive Train,Turbine 2 Capacity MW,TotalTurbine 2 Height,HubHeight 2 ,RotorDiam 2 M,Others,Foundation Description,Total # of Foundations,# of Foundation 1,FoundationType 1,Foundation Tech 1,# of Foundation 2,Foundation Type 2,Foundation Tech 2,Foundation Comments,CAPEX,ProjectCost Mill,ProjectCost Currency,WaterDepthM (Min),WaterDepthM (Max),DevDepthM (Min),DevDepthM (Max),DistanceFrom ShoreQuoted,DistanceFrom ShoreAuto,WindSpeed1m (m/s),AreaSqKm,Lat,Lon,Sea Name,GeoRegion,Estimated Location,Installation Base,Ops and Maintenance,NumOffshore Substations,SharedPlatformType,GridConnection Point,LandingPoint,AC_NumCables,AC_AverageLengthCableKm,AC_AdditionalRequirementsKm,AC_NominalVoltageKV,AC_MaximumVoltageKV,AC_SectionMM2,DC_NumCables,DC_AverageLengthCableKm,DC_AdditionalRequirementsKm,DC_NominalVoltageKV,DC_MaximumVoltageKV,DC_SectionMM2,ExportCableComments,CableLengthKm,NominalVoltageKV_A,MaximumVoltageKV_A,SectionMM2_A,Comments_A,Num Cables,AverageLengthCableKm_O,Comments_O,ExpectedLife Years
JP25,Mutsu-Ogawara Port,??????????,Japan,Planning,,Aomori Prefecture ,Project is split between two sites    North site West 2.5-3.0MW x 14  North site East 2.5-5.0MW x 8    South Site 2.5-3.0MW x 10    Maximum capacity of 80MW,http://m-powd.jp/,21 Sep 2018: Selected (September 2018) for NEDO grant into jack-up tests using a converted rig from the oil and gas industry.,1-Jan-21,,,,,,"kitanihon kaiji kogyo Co.Ltd(???????????),Development Dengyo Co., Ltd.(????(?)),Rokkasho Engineering Co., Ltd.(???????????(?)),Tsukuta Construction Co., Ltd.(????(?)),Three Boar Ltd (?? ? )","Mutsu-Ogawara port offshore wind Development Co., Ltd.(????????????????)",,82.5,25,25,TBD,,,,,,3.3,,,,,,,,,,,,,,Grounded: ,25,,Grounded,,,,,,JPY 30000m,JPY,30000,5,30,,,1,,9.75,,40.957,141.401,North Pacific Ocean,Asia,Yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,20
JP30,Noshiro Port,???????,Japan,Planning,Akita prefecture public offering,Akita Prefecture,Options being considered -    16 x 5MW = 80  14 x 5MW = 70  33 x 2MW = 66  28 x 2MW = 56,http://www.pref.akita.lg.jp/www/contents/1393309373489/index.html,"27 Jul 2016: Announcement that the consortium behind Akita offshore wind power Co., Ltd. (???????????? ) have taken the decision to carry out a commercial feasibility study.  In the event that Akita Offshore Wind Power reaches the conclusion that the Project is commercially viable as a result of the feasibility study, the special purpose company will make an investment decision for the Project. Following this, the company will gain consensus from the local entities concerned and move the Project to the construction and commercialization stage.",1-Jan-21,,,2022,,,"Akita Bank(????),Marubeni Corporation(??????),ECO POWER COMPANY Ltd(?????????? ),OBAYASHI CORPORATION(??? ),Tohoku Sustainable &amp; Renewable Energy Co. Inc. (?????????????),Kansai Electric Power Co., Inc (The) (????????),Chubu Electric Power Co., Inc.(????????),Omori Construction Co., Ltd. (????????),Autumn wooden Steel Co., Ltd.(????????),KANPU (??????),Kyowa Oil Co., Ltd.(????????),Sawaki Gumi Corporation( ???? ???),Sankyo Co., Ltd.(??????)",Tohoku Sustainable &amp; Renewable Energy Co. Inc. (?????????????),,88.2,21,21,TBD,,,,,,4.2,,,,,,,,,,,,,,Grounded: ,21,,Grounded,,,,,,,,,4.2,17.8,,,,2,9.32,3.48,40.2,139.979,Sea of Japan(East Sea),Asia,NO,,,0,,,,,,,,,,,,,,,,,,,,,,,,,20
JP60,Nyuzen,,Japan,Planning,,Toyama Prefecture,Although 4 x 2MW turbines will be installed output will be limitedto below 7.5MW.,https://www.mes.co.jp/solution/solution04.html,"20 Dec 2018: Announcement of construction plan and the involvement of VENTI JAPAN, in project.",1-Apr-20,,,2021,,,"Mitsui Engineering &amp; Shipbuilding (????????),VENTI JAPAN (????????????? )",,,7.5,4,4,HTW2.0-80 (Hitachi Ltd),4,Hitachi Ltd,HTW2.0-80,,Geared,2,,,80,,,,,,,,,,,Grounded: ,4,,Grounded,,,,,,JPY 5000m,JPY,5000,,,10,13,0.6,3,8.37,,36.968,137.472,Sea of Japan(East Sea),Asia,NO,Toyama,,,,,,,,,,,,,,,,,,,,,,,,,,,20
JP27,Omaezaki Port,???? ????????????  ?????????????,Japan,Planning,,Shizuoka Prefecture,Project Options    15 x 1MW Turbines = 15MW  13 x 2MW Turbines = 26MW  9 x 4.5MW Turbines = 40.5MW,https://www.pref.shizuoka.jp/kensetsu/ke-410/portplan.html,02 Mar 2015: Public offering/Request For Proposal (RFP) has been delayed by Shizuoka Prefecture due to concerns that Wind Turbines will cause interference with near by radar of the Japan Air-Self Defence Force(JASDF). The RFP may be resumed if a solution is found.,,,,,,,Shizuoka Prefecture,,,40.5,15,15,TBD,,,,,,4.5,,,,,,,,,,,,,,Grounded: ,15,,Grounded,,,,,,,,,7.2,16.1,20,20,3,2,11.28,0.53,34.628,138.229,Suruga Bay,Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP59,Saikai-Enoshima,,Japan,Planning,,"Nagasaki,Saikai,",,,26 Dec 2017: Draft of the Environmental Impact Assessment method (Scoping document) released for consideration and comment. Period for submission closes on 30th January 2018. ,,,,2026,,,Japan Renewable Energy Corporation (?????????????????????),Japan Renewable Energy Corporation (?????????????????????),,240,50,50,TBD,,,,,,8,,,,,,,,,,,,,,Grounded: ,50,,Grounded,,,,,,,,,0,27,,,,14,9.35,42.33,33.005,129.334,Goto-nada sea,Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP04,Sakata North Port (nearshore),????????,Japan,Installed,,Yamagata Prefecture,Wind farm is made up of 8 turbines 3 of which are installed onshore. The 5 offshore turbines were installed from the shore,,31 Jan 2004: Started to Generate Power.,1-Jan-03,,,2004,0,2004,Japan Renewable Energy Corporation (?????????????????????),,Japan Renewable Energy Corporation (?????????????????????),10,5,5,V80-2.0 MW  (Vestas),,Vestas,V80-2.0 MW ,,Geared,2,100,60,80,,,,,,,,,,,Grounded: High-Rise Pile Cap,5,,Grounded,High-Rise Pile Cap,,,,Piled,,,,4,4,4,4,0.01,0,9.07,0.04,38.968,139.822,Sea of Japan(East Sea),Asia,NO,,,0,,,Sakata,,,,,,,,,,,,,,,,,,,,,,
JP35,Sakata Port,???????,Japan,Planning,,Yamagata Prefecture,,http://www.pref.yamagata.jp/kurashi/kendo/kuko/7180033furyoku_kyougikai.html,"26 Jan 2016: First council meeting to discuss possibility of installing offshore turbines in port, held in 2014. Second meeting has been postponed.",,,,,,,Yamagata Prefectural Government,,,15,4,4,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,4,,Grounded,,,,,,,,,10,10,,,,2,9.07,0.25,38.956,139.809,Sea of Japan(East Sea),Asia,NO,,,0,,,Sakata,,,,,,,,,,,,,,,,,,,,,,
JP50,Sakiyama 2MW Floating Wind Turbine,???2MW??????????,Japan,Installed,,"Nagasaki, Goto, Fukue","Turbine originally developed and tested off of the Goto Kabashima coast between 2012-2015. Once testing had been completed decision taken to install turbine off of Fukue Island for commercial operation. Prior to installation, an export cable was installed that allows all generated electricity to be exported to shore. Whilst at previous location only 35% of full capacity could be exported, due to 600kW cable.",,"26 Mar 2016: Turbine originally developed and tested off of the Goto Kabashima coast. Once testing had been completed a decision was taken to install the turbine off of Fukue Island for commercial operation. Prior to installation an export cable was installed that allows all generated electricity to be exported to shore. Whilst at previous location only 35% of full capacity could be exported, due to 600kW cable.",1-Mar-16,,,2016,0,2016,TODA Corporation (????????),Goto Floating Wind Power Company (???????????????????? ),Goto Floating Wind Power Company (???????????????????? ),2,1,1,Subaru 80/2.0 (Fuji Heavy Industries),,Fuji Heavy Industries,Subaru 80/2.0,,Geared,2,96,56,80,,,,,,,,,,,Floating: Spar Floater,1,,Floating,Spar,,,,"Toda ""Hybrid"" Spar: upper steel portion and concrete and steel lower spar with 3-point catenary mooring system",,,,,,100,100,5,4,9.32,,32.67,128.938,Goto-nada sea,Asia,NO,,,0,,,,1,5,,,,,,,,,,,,,,,,,,,,
JP41,Satuma Sendai City,???? ?????????,Japan,Planning,,Kagoshima Prefecture,,,01 Mar 2013: Feasibility study underway.,,,,,,,Satsuma Sendai City,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,0,200,,,,29,9.37,1536.12,31.794,129.866,East China Sea,Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP02,Setana,???????????  ??????????,Japan,Installed,,"Hokkaido Prefecture, Kudo District, Setana","The New Energy and Industrial Technology Development(NEDO) subsidised 45% of cost, the town covered the rest by issuing bonds",http://www.town.setana.lg.jp/modules/tinycontents/index.php?id=27,01 Apr 2004: Start of official generation.,25-Apr-03,,,2003,0,2004,Setana Town,"Setana Town,New Energy and Industrial Technology Development Organisation (NEDO) (?????? ?????????????????)",Setana Town,1.32,2,2,V47-660kW (Vestas),,Vestas,V47-660kW,,Geared,0.66,70.5,47,47,,,,,,,,,,,Grounded: High-Rise Pile Cap,2,,Grounded,High-Rise Pile Cap,,,,Dolphin Multi-Pile,USD 6.11m,USD,6.11,10,10,13,13,0.7,0,9.93,0.01,42.444,139.839,Sea of Japan(East Sea),Asia,NO,,,0,,Setanaku Minamikawa,Setanaku Minamikawa,1,0.9,,6,,,,,,,,,,0.3,,,,,,,,
JP28,Statoil ASA and Hitachi Zosen Corporation collaboration,,Japan,Planning,,Niigata Prefecture,Collaboration agreement for the commercialization of floating offshore wind power generation in Japan,,09 Apr 2014: Collaboration agreement extended for the second time.,,,,,,,"Equinor ASA (previously Statoil ASA),Hitachi Zosen Corporation (????????)","Equinor ASA (previously Statoil ASA),Hitachi Zosen Corporation (????????)",,,,0,TBD,,,,,,,,,,,,,,,,,,,,Floating: Spar Floater,0,,Floating,Spar,,,,,,,,,,,,,,8.85,,38.158,138.979,Sea of Japan(East Sea),Asia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP39,Stuttsu Town,?????????,Japan,Planning,,Hokkaido Prefecture,,http://www.town.niseko.lg.jp/news/2014/04/003640.html,01 Apr 2014: Environment study started.,,,,,,,Niseko Town(???????),,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,0,50,,,,2,9.94,88.29,42.825,140.266,Sea of Japan(East Sea),Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP42,Sumoto City,????????,Japan,Planning,,Hyogo Prefecture,,http://www.awaji-kankyomiraijima.jp/eco/006/,24 Mar 2016: Awaji wind power generation (Ltd.) award development as result of public tender.,,,,,,,Awaji environment future island concept Promotion Council(????????),"Awaji wind power Co., Ltd.(??????(?))",,100,20,20,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,20,,Grounded,,,,,,,,,5,20,,,,0,,12.93,34.401,134.752,Harima-nada Sea,Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP46,T?shi-jima,??????????  ????????????????,Japan,Planning,,Mie Prefecture,"June 2015 - leaders of fisheries cooperative are in favor of the project, but some fishermen are against because of possible damage to ecosystem / harmful effect of noise",,07 Jun 2015: Announcement of project and start of Environmental Impact Assessment.,,,,,,,Sea Power(?????????),Sea Power(?????????),,,40,40,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,40,,Grounded,,,,,,,,,7.5,20,,,2,,10.16,13.36,34.546,136.854,Ise Bay,Asia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP62,Tsugaru - Green Power,???????????,Japan,Planning,,"Aomori Prefecture, Tsugaru",,https://greenpower.co.jp/index.php/jp/news/421,"10 Aug 2018: Environmental Impact Assessment method available for viewing and comment, from 10th August to 17th September 2018.",1-Jan-23,,,2027,,,Green Power Investment Corporation(???????????????????),Green Power Investment Corporation(???????????????????),,480,60,60,TBD,,,,,,8,183.5,100,167,,,,,,,,,,,Grounded: ,60,,Grounded,,,,,,,,,10,20,20,50,,4,10.21,76.41,40.868,140.239,Sea of Japan(East Sea),Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP55,Tsugaru - Japan Wind Development,???????????? ,Japan,Planning,,"Aomori Prefecture, Tsugaru",,,28 Nov 2017: Environmental Impact Assessment plan available for public comment between 27th November and 26th December 2017.,,,,,,,"Japan Wind Development Co., Ltd - ??????","Japan Wind Development Co., Ltd - ??????",,1000,250,250,TBD,,,,,,8,,,,,,,,,,,,,,Grounded: ,250,,Grounded,,,,,,,,,5,100,,,,8,10.38,554.54,41.004,140.225,Sea of Japan(East Sea),Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP34,Wakkanai Port,?????????,Japan,Planning,,Hokkaido Prefecture,,,09 May 2015: First meeting of Wakkanai Port renewable energy Committee.,,,,,,,Wakkanai City,Eurus Energy (????????????????),,15,3,3,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: ,3,,Grounded,,,,,,,,,10,10,,,,1,9.6,0.09,45.412,141.705,La Perouse Strait,Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP48,WindFloat Japan (WFJ)  - NEDO next generation floating wind turbine system - demonstration,NEDO??????????????????,Japan,Planning,NEDO Advanced Floating Offshore Wind Demonstration Project,Unknown,"Initial turbine up to 6MW, with additional units to follow.",http://www.principlepowerinc.com/en/key-markets-projects?location=12,"31 Dec 2018: Full commissioning scheduled for 2017, this seems unlikely, 2018 more feasible.",,,,2018,,,New Energy and Industrial Technology Development Organisation (NEDO) (?????? ?????????????????),"RENOVA (???????),National Maritime Research Institute (???????????????),Mitsui Engineering &amp; Shipbuilding (????????)",,6,1,1,TBD,,,,,,6,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,1,,Floating,Semi-Submersible,,,,,,,,,,70,70,30,,8.69,,38.029,138.984,Sea of Japan(East Sea),Asia,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP57,Yamaguchi FOWF,,Japan,Planning,,Yamaguchi,,http://www.saitec-offshore.com/projects/current-developments/,09 Jan 2018: Saitec Offshore Technologies and Univergy have sign agreement for the creation of a Special Purpose Company for the development of floating projects in Japan with SATH technology.,,,,,,,"UNIVERGY,Saitec Offshore Technologies S.L.U.",,,400,,0,TBD,,,,,,,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,0,,Floating,Semi-Submersible,,,,saitec - SATH,,,,,,,,,7,9.09,102.7,34.201,130.839,Sea of Japan(East Sea),Asia,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP54,Yrihonjo,Akita South Yuri Honjo,Japan,Planning,,Akita Prefecture,,,"03 Mar 2017: Announcement by the consortium of Renova, Eco Power, and JR East Energy Development that they are about to start the environmental survey.",1-Jan-24,,,2026,,,"RENOVA (???????),ECO POWER COMPANY Ltd(?????????? ),JR East Japan Energy Development Co., Ltd.(JR?????????????? )",,,1000,140,140,TBD,,,,,,8,,,,,,,,,,,,,,Grounded: ,140,,Grounded,,,,,,,,,10,20,10,30,,3,9.1,77.87,39.458,140.004,Sea of Japan(East Sea),Asia,NO,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
JE01,Offshore Wind Farm Study,,Jersey,Planning,,Jersey,Project to find out more about the wind around Jersey's territorial waters to inform future planning for renewable energy.,http://www.gov.je/environment/generateenergy/pages/tidalpower.aspx#anchor-0,"23 Sep 2013: Met mast installed on Les Maisons, some six kilometres from the main island of the Minquiers. Installation was delayed so as not to disturb nesting Terns",,,,,,,Jersey Government - Department of the Environment,Jersey Government - Department of the Environment,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,,,,,,,9.33,,49.269,-2.019,English Channel,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KE01,VR Holding AB - Kenya,,Kenya,Planning,,unk,,,"01 Jan 2016: VR Holding AB submit an expression of interest to build a 600MW project off the coast of Malindi.   Government officials turned down the request, citing a lack of framework for renewable energy projects of that scale, with fears such a large project would cause a raise in electricity bills, and grid infrastructure can not accommodate power, at present.    Smaller projects of 60MW and 100MW are now being considered, in line with Kenya’s renewable energy framework for small and medium-sized projects, in which the feed-in-tariff system fixes electricity prices, for wind and solar projects up to a capacity of 50MW.   ",,,,,,,VR Holding AB,VR Holding AB,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,,,,,,,8.18,,-3.51,40.004,Indian Ocean,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV07,Baltic Wind Park - Phase 1,,Latvia,On Hold/Canceled,,Liepajas,,http://www.bwp.lv/,"31 Dec 2015: Baltic Wind Park held exclusive rights on the areas until the end of 2015, after which the rights required an extension.",,,,,,,Baltic Wind Park,Baltic Wind Park,,200,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,EUR 500m,EUR,500,19,58,,,,17,8.98,,56.82,20.771,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV08,Baltic Wind Park - Phase 2,,Latvia,On Hold/Canceled,,Liepajas,,http://www.bwp.lv/,15 Dec 2015: Latvian government freezes aid for green energy projects until 2020. Latvia is already close its 2020 target of 40% of power from renewables.,,,,,,,Baltic Wind Park,Baltic Wind Park,,300,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,19,58,,,,17,8.98,,56.82,20.771,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV01,Development Interest Site 1,,Latvia,On Hold/Canceled,,Liepajas,One of five potential wind park interest areas submitted within the LAT WIND application.,,,,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,26,40,,,29,36,9.04,649.76,56.244,20.384,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV02,Development Interest Site 2,,Latvia,On Hold/Canceled,,Liepajas,One of five potential wind park interest areas submitted within the LAT WIND application.,,,,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,25,50,,,15,26,9.02,253.82,56.831,20.611,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV03,Development Interest Site 3,,Latvia,On Hold/Canceled,,Liepajas,One of five potential wind park interest areas submitted within the LAT WIND application.,,,,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,24,48,,,16,18,8.99,143.3,56.972,20.867,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV04,Development Interest Site 4,,Latvia,On Hold/Canceled,,Ventspils,One of five potential wind park interest areas submitted within the LAT WIND application.,,,,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,16,34,,,8,20,9.02,307.14,57.145,21.079,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
LV05,Development Interest Site 5,,Latvia,On Hold/Canceled,,Ventspils,One of five potential wind park interest areas submitted within the LAT WIND application.,,,,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,7,59,,,7,24,9.04,849.48,57.689,21.376,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LV06,JK ENERGY Offshore Wind Park,Liep?ja,Latvia,On Hold/Canceled,,Liepajas,,,22 Feb 2011: The project is on hold because of the lack of legislation about offshore wind farms in Latvia. No projects in Latvia will go ahead until this issue is resolved.,,,,,,,JK ENERGY Ltd,JK ENERGY Ltd,,900,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,5,29,,,0.5,7,8.97,141.73,56.733,20.948,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT08,AVEC - 1,,Lithuania,On Hold/Canceled,,Klaipeda,,,"25 Sep 2017: The Environmental Impact Assessment for AVEC-2 has been passed by the Environment Agency, but AVEC-1 has not, due to project being outside government area for wind farm development.",,21-Mar-16,,,,,UAB AVEC,UAB AVEC,,259,65,65,TBD,,,,,,7,,,,,,,,,,,,,,Grounded: ,65,,,,,,,,,,,16,48,,,5.1,6,9.08,36.3,55.863,20.937,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT07,FOEDUS,,Lithuania,On Hold/Canceled,,Klaipeda,,,"25 May 2016: Lithuanian cabinet ministers approved the Renewable Energy Act amendments proposed by Energy Ministry, that will promote offshore wind in the Baltic Sea. In the near future amendments will be voted on by Lithuanian parliament.  The amendments suggest following the Danish model of tenders, where the government carries out seabed studies and environmental impact assessments, before offering projects for development by competitive tender.",,,,,,,Foedus,Foedus,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,14.8,40,,,,25,8.94,191.46,55.92,20.634,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT10,AVEC - 2,,Lithuania,Permitting,,Klaipeda,,,"25 Sep 2017: The Environmental Impact Assessment for AVEC-2 has been passed by the Environment Agency, but AVEC-1 has not, due to project being outside government area for wind farm development.",,21-Mar-16,,,,,UAB AVEC,UAB AVEC,,266,66,66,TBD,,,,,,7,,,,,,,,,,,,,,Grounded: ,66,,Grounded,,,,,,,,,43,48,,,31.7,35,9.08,37.94,55.776,20.489,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT06,Baltic Energy Group,,Lithuania,Planning,,Klaipeda,,https://www.4energia.ee/lt/vykdomi-projektai/lietuvos-juros-vejo-jegainiu-parkas,"25 May 2016: Lithuanian cabinet ministers approved the Renewable Energy Act amendments proposed by Energy Ministry, that will promote offshore wind in the Baltic Sea. In the near future amendments will be voted on by Lithuanian parliament.  The amendments suggest following the Danish model of tenders, where the government carries out seabed studies and environmental impact assessments, before offering projects for development by competitive tender.",,,,,,,"UAB 4energia,Nelja Energia AS",Baltic Energy Group,,800,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,26.5,40.5,,,27.1,29,9.08,189.2,55.853,20.57,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT11,Potential Lithuanian Tender,,Lithuania,Development Zone,Lithuanian Tender,Klaipeda,,,"25 May 2016: Lithuanian cabinet ministers approved the Renewable Energy Act amendments proposed by Energy Ministry, that will promote offshore wind in the Baltic Sea. In the near future amendments will be voted on by Lithuanian parliament.  The amendments suggest following the Danish model of tenders, where the government carries out seabed studies and environmental impact assessments, before offering projects for development by competitive tender.",,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,,,,,,,8.94,,55.917,20.715,Baltic Sea,Europe,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT09,Renerga,"UAB ""Renerga"" Baltijos j?ros Lietuvos",Lithuania,Permitting,,Klaipeda,,,"25 May 2016: Lithuanian cabinet ministers approved the Renewable Energy Act amendments proposed by Energy Ministry, that will promote offshore wind in the Baltic Sea. In the near future amendments will be voted on by Lithuanian parliament.  The amendments suggest following the Danish model of tenders, where the government carries out seabed studies and environmental impact assessments, before offering projects for development by competitive tender.",,1-Jan-15,,,,,UAB Renerga,UAB Renerga,,300,38,38,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,38,,Grounded,,,,,,,,,40,47,,,19,35,9.08,52.93,55.843,20.487,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MV01,Gaafaru,,Maldives,On Hold/Canceled,,Kaafu,,http://isles.egov.mv/Island/IslandProjects.aspx?lid=0&tid=1&cid=1&id=436,15 Oct 2009: Approved by the National planning council. The aim of the project is making the Maldives a carbon neutral country.,,,,,,,"XEMC Windpower Co., Ltd (????????)","XEMC Windpower Co., Ltd (????????)","XEMC Windpower Co., Ltd (????????)",50,,0,XEMC,,,,,,,,,,,,,,,,,,,XEMC,Grounded: Monopile,0,,,,,,,,USD 200m,USD,200,0,0,,,0,54,6.65,3.07,4.721,73.437,Indian Ocean,Asia,NO,,,,,Male,Male,,,,,,,,,,,,,,,,,,,,,,
MT02,Barbara,,Malta,On Hold/Canceled,,Malta,"The pilot project will initially planned to consist of six turbines followed by an extension of a further 24. Blue H Technologies BV ceased trading in October 2012, therefore deeming this project as cancelled.",,10 Oct 2012: blue H Technolgies cease trading.,,,,,,,Blue H Technologies BV,Blue H Technologies BV,,105,30,30,Blue H 3.5 (Blue H),,Blue H,Blue H 3.5,,,3.5,,,,,,,,,,,,,,Floating: Tension Leg Platform,30,,,,,,,SDP (Submerged Deepwater Platform),,,,146,150,,,20,20,7.74,,36.114,14.568,Mediterranean Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
MT04,DEEPOFFSHOREWIND,The South East Offshore Zone (SEOZ),Malta,On Hold/Canceled,,Malta,"Project marked dormant as the government has opted to fund solar farms, biofuels and other technologies as sources of renewable energy.    The objectives of the proposed project are to:    1-To carry out an in-depth literature review of the state of the technology status of deep offshore wind, including the design of supporting structures, design standards, installation requirements and technical challenges.    2-Design a novel bottom-mounted supporting structure to support 5 Megawatt offshore wind turbines in the Maltese Islands up to 70 metres deep.    3-Carry out a feasibility study with the local industry for constructing supporting structures in Malta and to develop a 350 MW wind farm in the Maltese waters up to 70 metres deep.",http://www.dow.edu.mt/,"11 Jul 2014: The government has opted to go for solar farms, bio fuels and other technology as sources of renewable energy, due to costs and environmental impacts of offshore wind.",,,,,,,"University of Malta - Institute for Sustainable Energy,University of Malta - Department of Mechanical Engineering, Faculty of Engineering,Honeycomb Services Limited,GLOBAL RENEWABLE ENERGY LTD",Deep Offshore Wind,,350,70,70,TBD,,,,,,5,,,,,,,,,,,,,,Grounded: Jacket,70,,,,,,,This project deals with the development of a novel deep water supporting structure for offshore wind turbines. Established design methodologies will be applied to define the technical requirements for supporting wind turbines at sea depths of 70m in Maltese wind and sea/wave conditions.,,,,35,68,,70,5,13,7.52,53.84,35.879,14.717,Mediterranean Sea,Europe,NO,,,,,,Delimara,,,,,,,,,,,,,,,,,,,,,,
MT03,HEXICON,,Malta,On Hold/Canceled,,Malta,"Hexicon intended to install of it's innovative floating hexagonal platforms, consisting of 24 x 3/3.6MW turbines",http://www.hexicon.eu/,"09 Mar 2013: 2013 Governmental support for project withdrawn, after election.",,,,,,,Hexicon AB,Hexicon Malta Ltd.,,86.4,24,24,TBD,,,,,,3.6,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,24,,,,,,,Hexicon Platform -   Platform length - about 700 m  Platform width - about 500 m  Full load draught - about 5 - 20 m  Maximum Height (incl. turbine blades) - 220 m  Lower hub height - 71 m  Upper hub height - 170 m  Light platform displacement - about 35000 t,,,,145,152,100,150,,33,7.79,,36.254,14.548,Mediterranean Sea,Europe,NO,,,,,Mag?tab,Qalet Marku,1,,,,132,,,,,,,,,,,,,,,,,50
